
 Resultados de la optimizacion solo carga sin EVs
t= 40 	 Pg=269.9714 	 Pd=257.0014 	 ENS=   0.00 	 OverCharge=   0.00

 Overcharge general 
 Line:
      1	 t: 	 40	   0.00
      2	 t: 	 40	   0.00
      3	 t: 	 40	   0.00
      4	 t: 	 40	   0.00
      5	 t: 	 40	   0.00
      6	 t: 	 40	   0.00
      7	 t: 	 40	   0.00
      8	 t: 	 40	   0.00
      9	 t: 	 40	   0.00
     10	 t: 	 40	   0.00
     11	 t: 	 40	   0.00
     12	 t: 	 40	   0.00
     13	 t: 	 40	   0.00
     14	 t: 	 40	   0.00
     15	 t: 	 40	   0.00
     16	 t: 	 40	   0.00
     17	 t: 	 40	   0.00
     18	 t: 	 40	   0.00
     19	 t: 	 40	   0.00
     20	 t: 	 40	   0.00
 Power Generation general 
 Bus:
      1	 t: 	 40	 225.69
      2	 t: 	 40	  40.00
      3	 t: 	 40	   0.00
      4	 t: 	 40	   0.00
      5	 t: 	 40	   0.00
      6	 t: 	 40	   0.00
      7	 t: 	 40	   0.00
      8	 t: 	 40	   0.00
      9	 t: 	 40	   0.00
     10	 t: 	 40	   0.00
     11	 t: 	 40	   0.00
     12	 t: 	 40	   0.00
     13	 t: 	 40	   0.00
     14	 t: 	 40	   4.28
 Power Energy Not Served 
 Bus:
      1	 t: 	 40	   0.00
      2	 t: 	 40	   0.00
      3	 t: 	 40	   0.00
      4	 t: 	 40	   0.00
      5	 t: 	 40	   0.00
      6	 t: 	 40	   0.00
      7	 t: 	 40	   0.00
      8	 t: 	 40	   0.00
      9	 t: 	 40	   0.00
     10	 t: 	 40	   0.00
     11	 t: 	 40	   0.00
     12	 t: 	 40	   0.00
     13	 t: 	 40	   0.00
     14	 t: 	 40	   0.00
