
 Resultados de la correccion solo carga sin EVs
t= 1 	 Pg=232.7420 	 Pd=222.9623 	 ENS=   0.00 	 OverCharge=   0.00

 Overcharge general 
 Line:
      1	 t: 	 1	   0.00
      2	 t: 	 1	   0.00
      3	 t: 	 1	   0.00
      4	 t: 	 1	   0.00
      5	 t: 	 1	   0.00
      6	 t: 	 1	   0.00
      7	 t: 	 1	   0.00
      8	 t: 	 1	   0.00
      9	 t: 	 1	   0.00
     10	 t: 	 1	   0.00
     11	 t: 	 1	   0.00
     12	 t: 	 1	   0.00
     13	 t: 	 1	   0.00
     14	 t: 	 1	   0.00
     15	 t: 	 1	   0.00
     16	 t: 	 1	   0.00
     17	 t: 	 1	   0.00
     18	 t: 	 1	   0.00
     19	 t: 	 1	   0.00
     20	 t: 	 1	   0.00
 Power Generation general 
 Bus:
      1	 t: 	 1	 192.74
      2	 t: 	 1	  40.00
      3	 t: 	 1	   0.00
      4	 t: 	 1	   0.00
      5	 t: 	 1	   0.00
      6	 t: 	 1	   0.00
      7	 t: 	 1	   0.00
      8	 t: 	 1	   0.00
      9	 t: 	 1	   0.00
     10	 t: 	 1	   0.00
     11	 t: 	 1	   0.00
     12	 t: 	 1	   0.00
     13	 t: 	 1	   0.00
     14	 t: 	 1	   0.00
 Power Energy Not Served 
 Bus:
      1	 t: 	 1	   0.00
      2	 t: 	 1	   0.00
      3	 t: 	 1	   0.00
      4	 t: 	 1	   0.00
      5	 t: 	 1	   0.00
      6	 t: 	 1	   0.00
      7	 t: 	 1	   0.00
      8	 t: 	 1	   0.00
      9	 t: 	 1	   0.00
     10	 t: 	 1	   0.00
     11	 t: 	 1	   0.00
     12	 t: 	 1	   0.00
     13	 t: 	 1	   0.00
     14	 t: 	 1	   0.00
